model_name,verlan,standard,template_group,template,sentence_verlan,sentence_standard,layer,layer_name,word_similarity,sentence_similarity,attention_available,intra_verlan,context_verlan,self_verlan,incoming_verlan,intra_standard,context_standard,self_standard,incoming_standard,target_subwords_verlan,target_subwords_standard,target_tokens_verlan,target_tokens_standard,token_span_verlan,token_span_standard
camembert-base,teuf,fête,noun_singular,On parle souvent de cette X.,On parle souvent de cette teuf.,On parle souvent de cette fête.,12,encoder_12,0.7894347906112671,0.9678144454956055,True,0.06397952023597066,0.8069688875544649,0.1290516170448377,0.026150775936661,0.0,0.9272144334647635,0.07278555388477662,0.021001000952752747,2,1,"[""▁te"", ""uf""]","[""▁fête""]","[6, 8]","[6, 7]"
camembert-base,teuf,fête,noun_singular,Cette X était incroyable.,Cette teuf était incroyable.,Cette fête était incroyable.,0,embedding,0.18296056985855103,0.7922490835189819,False,,,,,,,,,2,1,"[""▁te"", ""uf""]","[""▁fête""]","[2, 4]","[2, 3]"
camembert-base,teuf,fête,noun_singular,Cette X était incroyable.,Cette teuf était incroyable.,Cette fête était incroyable.,1,encoder_1,0.2873121500015259,0.8500238656997681,True,0.13510050615885572,0.7788227899900496,0.08607669919448513,0.10684568959985724,0.0,0.8718989139823708,0.1281010886563765,0.09492158775942194,2,1,"[""▁te"", ""uf""]","[""▁fête""]","[2, 4]","[2, 3]"
camembert-base,teuf,fête,noun_singular,Cette X était incroyable.,Cette teuf était incroyable.,Cette fête était incroyable.,2,encoder_2,0.3646809458732605,0.8791500926017761,True,0.06263555522629596,0.9173793572244566,0.01998505371119608,0.029090234342588967,0.0,0.9522617081118577,0.047738297068624334,0.02229037887609762,2,1,"[""▁te"", ""uf""]","[""▁fête""]","[2, 4]","[2, 3]"
camembert-base,teuf,fête,noun_singular,Cette X était incroyable.,Cette teuf était incroyable.,Cette fête était incroyable.,3,encoder_3,0.5182870626449585,0.8894281387329102,True,0.09220880070857886,0.8815134603533913,0.026277731681475538,0.059233453667330294,0.0,0.965886775921542,0.03411324045239498,0.04760680759742309,2,1,"[""▁te"", ""uf""]","[""▁fête""]","[2, 4]","[2, 3]"
camembert-base,teuf,fête,noun_singular,Cette X était incroyable.,Cette teuf était incroyable.,Cette fête était incroyable.,4,encoder_4,0.5991572737693787,0.9056434035301208,True,0.04597307019113228,0.904331711574437,0.04969521629417806,0.031784757350149254,0.0,0.9424789725144825,0.05752101444700127,0.017486821346727466,2,1,"[""▁te"", ""uf""]","[""▁fête""]","[2, 4]","[2, 3]"
camembert-base,teuf,fête,noun_singular,Cette X était incroyable.,Cette teuf était incroyable.,Cette fête était incroyable.,5,encoder_5,0.6728498935699463,0.9354064464569092,True,0.0734887321910706,0.8995262648737249,0.026985022803422274,0.04023605099152596,0.0,0.9684086293787623,0.03159137957551742,0.02851360675049368,2,1,"[""▁te"", ""uf""]","[""▁fête""]","[2, 4]","[2, 3]"
camembert-base,teuf,fête,noun_singular,Cette X était incroyable.,Cette teuf était incroyable.,Cette fête était incroyable.,6,encoder_6,0.7305774092674255,0.9212156534194946,True,0.046158205400895456,0.929270525651804,0.024571323293854874,0.04734265393526812,0.0,0.9742117213081914,0.02578828482301627,0.024511146381837923,2,1,"[""▁te"", ""uf""]","[""▁fête""]","[2, 4]","[2, 3]"
camembert-base,teuf,fête,noun_singular,Cette X était incroyable.,Cette teuf était incroyable.,Cette fête était incroyable.,7,encoder_7,0.7370753884315491,0.9357779622077942,True,0.01950752685423882,0.9635585804050494,0.01693391136716532,0.02607596478945401,0.0,0.9757331763739949,0.02426684578372229,0.020515485959622114,2,1,"[""▁te"", ""uf""]","[""▁fête""]","[2, 4]","[2, 3]"
camembert-base,teuf,fête,noun_singular,Cette X était incroyable.,Cette teuf était incroyable.,Cette fête était incroyable.,8,encoder_8,0.7252110242843628,0.9259382486343384,True,0.032967838398158734,0.9266687739755444,0.04036338863523421,0.02861409719702407,0.0,0.9713506487371063,0.02864935578368946,0.024301857920120257,2,1,"[""▁te"", ""uf""]","[""▁fête""]","[2, 4]","[2, 3]"
camembert-base,teuf,fête,noun_singular,Cette X était incroyable.,Cette teuf était incroyable.,Cette fête était incroyable.,9,encoder_9,0.6783769130706787,0.9088901281356812,True,0.06941154341018739,0.9166655135760408,0.013923002928859235,0.033236305567970276,0.0,0.9826061234115051,0.01739388013916276,0.022268120447933627,2,1,"[""▁te"", ""uf""]","[""▁fête""]","[2, 4]","[2, 3]"
camembert-base,teuf,fête,noun_singular,Cette X était incroyable.,Cette teuf était incroyable.,Cette fête était incroyable.,10,encoder_10,0.6462376713752747,0.879178524017334,True,0.06687275674224619,0.9133455421641447,0.019781687744654174,0.03240093269906243,0.0,0.9684448393504779,0.03155516309424547,0.031809544975127384,2,1,"[""▁te"", ""uf""]","[""▁fête""]","[2, 4]","[2, 3]"
camembert-base,teuf,fête,noun_singular,Cette X était incroyable.,Cette teuf était incroyable.,Cette fête était incroyable.,11,encoder_11,0.6279202103614807,0.8636248707771301,True,0.054930889780607985,0.9275325976781685,0.017536523794704537,0.03160856736616956,0.0,0.9807504809673832,0.019249509370145138,0.021456860911782755,2,1,"[""▁te"", ""uf""]","[""▁fête""]","[2, 4]","[2, 3]"
camembert-base,teuf,fête,noun_singular,Cette X était incroyable.,Cette teuf était incroyable.,Cette fête était incroyable.,12,encoder_12,0.8054777383804321,0.9317426681518555,True,0.06709960404485216,0.7950709137321103,0.13782947477245933,0.0326176611195876,0.0,0.9346564867776342,0.06534351058362048,0.025031765629617345,2,1,"[""▁te"", ""uf""]","[""▁fête""]","[2, 4]","[2, 3]"
camembert-base,vénère,énervé,adj_person,Il est vraiment X aujourd'hui.,Il est vraiment vénère aujourd'hui.,Il est vraiment énervé aujourd'hui.,0,embedding,0.21115928888320923,0.8608111143112183,False,,,,,,,,,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[4, 7]","[4, 5]"
camembert-base,vénère,énervé,adj_person,Il est vraiment X aujourd'hui.,Il est vraiment vénère aujourd'hui.,Il est vraiment énervé aujourd'hui.,1,encoder_1,0.307595819234848,0.8719738721847534,True,0.2548735593931506,0.691440072864741,0.053686353668791154,0.1328929617195711,0.0,0.9032014311624282,0.09679857174795559,0.08095040325254409,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[4, 7]","[4, 5]"
camembert-base,vénère,énervé,adj_person,Il est vraiment X aujourd'hui.,Il est vraiment vénère aujourd'hui.,Il est vraiment énervé aujourd'hui.,2,encoder_2,0.2847695052623749,0.885560154914856,True,0.13179614104017798,0.8560871795729424,0.012116689217506882,0.047234952869135934,0.0,0.974159468402795,0.02584054979194944,0.034804092863059286,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[4, 7]","[4, 5]"
camembert-base,vénère,énervé,adj_person,Il est vraiment X aujourd'hui.,Il est vraiment vénère aujourd'hui.,Il est vraiment énervé aujourd'hui.,3,encoder_3,0.3660475015640259,0.8846268653869629,True,0.18230475116854172,0.7813914763152118,0.036303707530632785,0.06645265682159347,0.0,0.9765500714517539,0.023449958009812043,0.05421077272002106,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[4, 7]","[4, 5]"
camembert-base,vénère,énervé,adj_person,Il est vraiment X aujourd'hui.,Il est vraiment vénère aujourd'hui.,Il est vraiment énervé aujourd'hui.,4,encoder_4,0.41043543815612793,0.8765559196472168,True,0.042113668176487595,0.916117867083389,0.041768476278177834,0.04265799768619314,0.0,0.9566651126613865,0.04333489118759561,0.033964464953065425,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[4, 7]","[4, 5]"
camembert-base,vénère,énervé,adj_person,Il est vraiment X aujourd'hui.,Il est vraiment vénère aujourd'hui.,Il est vraiment énervé aujourd'hui.,5,encoder_5,0.4967062473297119,0.9028944373130798,True,0.09059043197588511,0.8807657300666155,0.02864379511667089,0.04852478613638567,0.0,0.970183719664823,0.029816294964703144,0.0417631953635822,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[4, 7]","[4, 5]"
camembert-base,vénère,énervé,adj_person,Il est vraiment X aujourd'hui.,Il est vraiment vénère aujourd'hui.,Il est vraiment énervé aujourd'hui.,6,encoder_6,0.5308429002761841,0.895862340927124,True,0.05262878608186269,0.9306685869027392,0.016702660465405767,0.03973991668904887,0.0,0.9603966818998974,0.03960334963895522,0.03497267022807674,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[4, 7]","[4, 5]"
camembert-base,vénère,énervé,adj_person,Il est vraiment X aujourd'hui.,Il est vraiment vénère aujourd'hui.,Il est vraiment énervé aujourd'hui.,7,encoder_7,0.5533139705657959,0.8898752927780151,True,0.022697582483272378,0.9627520962268602,0.014550318030243176,0.0416180438532403,0.0,0.9841124315122326,0.015887560086463418,0.024071634190175054,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[4, 7]","[4, 5]"
camembert-base,vénère,énervé,adj_person,Il est vraiment X aujourd'hui.,Il est vraiment vénère aujourd'hui.,Il est vraiment énervé aujourd'hui.,8,encoder_8,0.5965238809585571,0.9033448696136475,True,0.01815447224319101,0.9696590570582573,0.012186471940317542,0.021971004131684263,0.0,0.9812654902365673,0.018734522219873113,0.023312818334380495,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[4, 7]","[4, 5]"
camembert-base,vénère,énervé,adj_person,Il est vraiment X aujourd'hui.,Il est vraiment vénère aujourd'hui.,Il est vraiment énervé aujourd'hui.,9,encoder_9,0.557895302772522,0.8704270124435425,True,0.043028635853232154,0.9466521274045441,0.010319267941533034,0.03007159869583292,0.0,0.9740539646483225,0.02594604734245665,0.02931997226489386,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[4, 7]","[4, 5]"
camembert-base,vénère,énervé,adj_person,Il est vraiment X aujourd'hui.,Il est vraiment vénère aujourd'hui.,Il est vraiment énervé aujourd'hui.,10,encoder_10,0.5408748984336853,0.8432645797729492,True,0.07537059991725896,0.9149846301381458,0.009644782569192219,0.029494858429111755,0.0,0.9542873166089229,0.045712651085825916,0.026852629612182214,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[4, 7]","[4, 5]"
camembert-base,vénère,énervé,adj_person,Il est vraiment X aujourd'hui.,Il est vraiment vénère aujourd'hui.,Il est vraiment énervé aujourd'hui.,11,encoder_11,0.5266153216362,0.8536286354064941,True,0.08407597150899908,0.9069167868725488,0.009007238953837442,0.02471562903693528,0.0,0.9697068177365186,0.030293163171368185,0.015062739386677978,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[4, 7]","[4, 5]"
camembert-base,vénère,énervé,adj_person,Il est vraiment X aujourd'hui.,Il est vraiment vénère aujourd'hui.,Il est vraiment énervé aujourd'hui.,12,encoder_12,0.6767469048500061,0.8950948119163513,True,0.06047183562689249,0.792147308648791,0.1473808389605125,0.04508354337864425,0.0,0.9183980271194789,0.08160195320633465,0.026467241497822452,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[4, 7]","[4, 5]"
camembert-base,vénère,énervé,adj_person,Je le trouve très X en ce moment.,Je le trouve très vénère en ce moment.,Je le trouve très énervé en ce moment.,0,embedding,0.2016955465078354,0.863156795501709,False,,,,,,,,,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[5, 8]","[5, 6]"
camembert-base,vénère,énervé,adj_person,Je le trouve très X en ce moment.,Je le trouve très vénère en ce moment.,Je le trouve très énervé en ce moment.,1,encoder_1,0.28317856788635254,0.8763896226882935,True,0.2521349000530029,0.6962457459113587,0.05161936148622217,0.1201442657617909,0.0,0.9050694502987798,0.09493057434246403,0.0905526676087892,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[5, 8]","[5, 6]"
camembert-base,vénère,énervé,adj_person,Je le trouve très X en ce moment.,Je le trouve très vénère en ce moment.,Je le trouve très énervé en ce moment.,2,encoder_2,0.2531680762767792,0.8898354768753052,True,0.12370250491736447,0.8624636550702335,0.01383388150800057,0.04125799925239557,0.0,0.9727945783265445,0.0272054552811062,0.027159773324895956,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[5, 8]","[5, 6]"
camembert-base,vénère,énervé,adj_person,Je le trouve très X en ce moment.,Je le trouve très vénère en ce moment.,Je le trouve très énervé en ce moment.,3,encoder_3,0.36514633893966675,0.9093239307403564,True,0.17320595037302208,0.7874276255016291,0.03936646236131552,0.05464035407581406,0.0,0.9811899861014147,0.01881001115728915,0.03425880338661532,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[5, 8]","[5, 6]"
camembert-base,vénère,énervé,adj_person,Je le trouve très X en ce moment.,Je le trouve très vénère en ce moment.,Je le trouve très énervé en ce moment.,4,encoder_4,0.40615105628967285,0.9135909080505371,True,0.039307846585264726,0.9175650671216958,0.04312710999002777,0.03505464327510773,0.0,0.9693635991934898,0.03063640751736904,0.024227499735511932,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[5, 8]","[5, 6]"
camembert-base,vénère,énervé,adj_person,Je le trouve très X en ce moment.,Je le trouve très vénère en ce moment.,Je le trouve très énervé en ce moment.,5,encoder_5,0.509830892086029,0.932748019695282,True,0.08300356217959821,0.8969851097780799,0.020011322350909053,0.04125647262702584,0.0,0.9676212084898398,0.032378812814165804,0.041109691223096226,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[5, 8]","[5, 6]"
camembert-base,vénère,énervé,adj_person,Je le trouve très X en ce moment.,Je le trouve très vénère en ce moment.,Je le trouve très énervé en ce moment.,6,encoder_6,0.5282799601554871,0.9215255975723267,True,0.043815512457004796,0.9406946498334662,0.015489843892478062,0.0361725383153745,0.0,0.9419577228964036,0.05804228375382287,0.04346968127446107,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[5, 8]","[5, 6]"
camembert-base,vénère,énervé,adj_person,Je le trouve très X en ce moment.,Je le trouve très vénère en ce moment.,Je le trouve très énervé en ce moment.,7,encoder_7,0.5538352727890015,0.9268878698348999,True,0.021421826676312736,0.9671375824335344,0.01144058248238102,0.03807705869860863,0.0,0.98494487966875,0.015055118856657071,0.02186003828258683,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[5, 8]","[5, 6]"
camembert-base,vénère,énervé,adj_person,Je le trouve très X en ce moment.,Je le trouve très vénère en ce moment.,Je le trouve très énervé en ce moment.,8,encoder_8,0.5896611213684082,0.9384388327598572,True,0.011658885774119011,0.9783677529308816,0.009973345152078553,0.015310995341033098,0.0,0.9826477264166448,0.017352267374541083,0.02238037801829967,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[5, 8]","[5, 6]"
camembert-base,vénère,énervé,adj_person,Je le trouve très X en ce moment.,Je le trouve très vénère en ce moment.,Je le trouve très énervé en ce moment.,9,encoder_9,0.5550236701965332,0.9263210296630859,True,0.05914760063243652,0.9264141782311092,0.01443821285803163,0.03633063113286935,0.0,0.9769519719022077,0.023048046103362873,0.03222319942556235,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[5, 8]","[5, 6]"
camembert-base,vénère,énervé,adj_person,Je le trouve très X en ce moment.,Je le trouve très vénère en ce moment.,Je le trouve très énervé en ce moment.,10,encoder_10,0.5329300165176392,0.9122314453125,True,0.07404696919174943,0.913250379489173,0.01270262772557403,0.03326537972083425,0.0,0.9412107084105615,0.05878927893897427,0.03644356997207713,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[5, 8]","[5, 6]"
camembert-base,vénère,énervé,adj_person,Je le trouve très X en ce moment.,Je le trouve très vénère en ce moment.,Je le trouve très énervé en ce moment.,11,encoder_11,0.5453265309333801,0.9175099730491638,True,0.07740181812558002,0.9142385900310885,0.008359571224888125,0.016824565904410036,0.0,0.9569023971329044,0.0430975986761476,0.01565685020928623,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[5, 8]","[5, 6]"
camembert-base,vénère,énervé,adj_person,Je le trouve très X en ce moment.,Je le trouve très vénère en ce moment.,Je le trouve très énervé en ce moment.,12,encoder_12,0.6369935274124146,0.9349086880683899,True,0.0633561309852257,0.7908632817338775,0.14578058490085213,0.030718676549102288,0.0,0.9208606319302765,0.07913936457726747,0.023554121932407652,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[5, 8]","[5, 6]"
camembert-base,vénère,énervé,adj_person,Pourquoi est-il si X ?,Pourquoi est-il si vénère ?,Pourquoi est-il si énervé ?,0,embedding,0.20337067544460297,0.8391337990760803,False,,,,,,,,,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[6, 9]","[6, 7]"
camembert-base,vénère,énervé,adj_person,Pourquoi est-il si X ?,Pourquoi est-il si vénère ?,Pourquoi est-il si énervé ?,1,encoder_1,0.3080679774284363,0.8551755547523499,True,0.25385717764390314,0.6858226025818622,0.06032019825033596,0.13250428584652932,0.0,0.8793598975778574,0.1206400917507397,0.08779400724677057,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[6, 9]","[6, 7]"
camembert-base,vénère,énervé,adj_person,Pourquoi est-il si X ?,Pourquoi est-il si vénère ?,Pourquoi est-il si énervé ?,2,encoder_2,0.30530253052711487,0.8754040598869324,True,0.15301385971113407,0.8332573663235293,0.013728778725434479,0.038912404343178005,0.0,0.9786094326875127,0.0213905727458103,0.023966921267248077,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[6, 9]","[6, 7]"
camembert-base,vénère,énervé,adj_person,Pourquoi est-il si X ?,Pourquoi est-il si vénère ?,Pourquoi est-il si énervé ?,3,encoder_3,0.34191930294036865,0.8895183801651001,True,0.18480875514562592,0.771758248250006,0.04343299608696835,0.04948858054945504,0.0,0.9740364548159559,0.025963560835539367,0.034806058591685854,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[6, 9]","[6, 7]"
camembert-base,vénère,énervé,adj_person,Pourquoi est-il si X ?,Pourquoi est-il si vénère ?,Pourquoi est-il si énervé ?,4,encoder_4,0.3424633741378784,0.8886497020721436,True,0.0408309969752298,0.9002167263319548,0.05895231957246163,0.03301428271130927,0.0,0.9410790576905063,0.05892094908583626,0.028129883164459708,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[6, 9]","[6, 7]"
camembert-base,vénère,énervé,adj_person,Pourquoi est-il si X ?,Pourquoi est-il si vénère ?,Pourquoi est-il si énervé ?,5,encoder_5,0.4187813997268677,0.8963096141815186,True,0.08864684720305958,0.888984578561337,0.022368570587923835,0.04039093068089317,0.0,0.9718443393770118,0.028155670363070595,0.04151513947871237,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[6, 9]","[6, 7]"
camembert-base,vénère,énervé,adj_person,Pourquoi est-il si X ?,Pourquoi est-il si vénère ?,Pourquoi est-il si énervé ?,6,encoder_6,0.4592389166355133,0.8833557963371277,True,0.05478936049364338,0.9276512439156952,0.017559393055394938,0.038687617219960176,0.0,0.9593884965709117,0.04061149146741543,0.028720756495726415,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[6, 9]","[6, 7]"
camembert-base,vénère,énervé,adj_person,Pourquoi est-il si X ?,Pourquoi est-il si vénère ?,Pourquoi est-il si énervé ?,7,encoder_7,0.500773549079895,0.8879883289337158,True,0.02209997735209812,0.9541649759900336,0.02373501406158024,0.038408421738109724,0.0,0.9836294740570547,0.016370532636827112,0.023563738034378428,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[6, 9]","[6, 7]"
camembert-base,vénère,énervé,adj_person,Pourquoi est-il si X ?,Pourquoi est-il si vénère ?,Pourquoi est-il si énervé ?,8,encoder_8,0.5453473925590515,0.8951548933982849,True,0.02309261766501136,0.944539108297681,0.0323682643619046,0.019689428219045173,0.0,0.977623532393889,0.022376453752691535,0.018724504147426706,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[6, 9]","[6, 7]"
camembert-base,vénère,énervé,adj_person,Pourquoi est-il si X ?,Pourquoi est-il si vénère ?,Pourquoi est-il si énervé ?,9,encoder_9,0.5022035837173462,0.8733358383178711,True,0.0684086264401444,0.9148695935828547,0.016721784737095857,0.0492059590865574,0.0,0.9767856346363343,0.02321434518501149,0.030060509226423563,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[6, 9]","[6, 7]"
camembert-base,vénère,énervé,adj_person,Pourquoi est-il si X ?,Pourquoi est-il si vénère ?,Pourquoi est-il si énervé ?,10,encoder_10,0.5032830834388733,0.8595795035362244,True,0.09856615299363648,0.884528105033958,0.016905717861500087,0.04597265419893715,0.0,0.92061727536641,0.07938272564252492,0.04410565796911512,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[6, 9]","[6, 7]"
camembert-base,vénère,énervé,adj_person,Pourquoi est-il si X ?,Pourquoi est-il si vénère ?,Pourquoi est-il si énervé ?,11,encoder_11,0.4993208944797516,0.8807380199432373,True,0.07687152249146258,0.9088247669431267,0.014303726604855195,0.025585682235332908,0.0,0.9742224466124819,0.025777561381371494,0.010650367421758277,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[6, 9]","[6, 7]"
camembert-base,vénère,énervé,adj_person,Pourquoi est-il si X ?,Pourquoi est-il si vénère ?,Pourquoi est-il si énervé ?,12,encoder_12,0.6829580068588257,0.9491923451423645,True,0.0813958742239386,0.7507097859836854,0.16789436576593064,0.0380976369023825,0.0,0.8971455364517897,0.10285449257443409,0.0216531967607079,3,1,"[""▁vé"", ""n"", ""ère""]","[""▁énervé""]","[6, 9]","[6, 7]"
camembert-base,zarbi,bizarre,adj_thing,Cette histoire est vraiment X.,Cette histoire est vraiment zarbi.,Cette histoire est vraiment bizarre.,0,embedding,0.2292158454656601,0.8269966244697571,False,,,,,,,,,2,1,"[""zar"", ""bi""]","[""▁bizarre""]","[6, 8]","[5, 6]"
camembert-base,zarbi,bizarre,adj_thing,Cette histoire est vraiment X.,Cette histoire est vraiment zarbi.,Cette histoire est vraiment bizarre.,1,encoder_1,0.39788541197776794,0.850716233253479,True,0.15625281052587567,0.7706117309289073,0.07313549998907597,0.09182151542542279,0.0,0.8902283864875127,0.10977159639943705,0.10337332129987147,2,1,"[""zar"", ""bi""]","[""▁bizarre""]","[6, 8]","[5, 6]"
camembert-base,zarbi,bizarre,adj_thing,Cette histoire est vraiment X.,Cette histoire est vraiment zarbi.,Cette histoire est vraiment bizarre.,2,encoder_2,0.41299813985824585,0.8675865530967712,True,0.0660493498146171,0.9138200587224157,0.020130608430503325,0.03541338150811412,0.0,0.9846832110952848,0.01531679222103661,0.028419374382039425,2,1,"[""zar"", ""bi""]","[""▁bizarre""]","[6, 8]","[5, 6]"
camembert-base,zarbi,bizarre,adj_thing,Cette histoire est vraiment X.,Cette histoire est vraiment zarbi.,Cette histoire est vraiment bizarre.,3,encoder_3,0.5234478116035461,0.8932966589927673,True,0.09821613772071387,0.8849350330384237,0.01684886162372463,0.04641061912095538,0.0,0.9619632408516642,0.03803678304902286,0.03485009434255236,2,1,"[""zar"", ""bi""]","[""▁bizarre""]","[6, 8]","[5, 6]"
camembert-base,zarbi,bizarre,adj_thing,Cette histoire est vraiment X.,Cette histoire est vraiment zarbi.,Cette histoire est vraiment bizarre.,4,encoder_4,0.5676023960113525,0.9050866961479187,True,0.020078827703402115,0.9094431295880656,0.07047808520497678,0.02475304797495044,0.0,0.9656032685253119,0.03439672789067494,0.016198134778209035,2,1,"[""zar"", ""bi""]","[""▁bizarre""]","[6, 8]","[5, 6]"
camembert-base,zarbi,bizarre,adj_thing,Cette histoire est vraiment X.,Cette histoire est vraiment zarbi.,Cette histoire est vraiment bizarre.,5,encoder_5,0.6670794486999512,0.9301321506500244,True,0.055553922636881185,0.9353033855292164,0.009142680386397643,0.045549840962345434,0.0,0.9788916190857817,0.021108389999463777,0.03464633671260866,2,1,"[""zar"", ""bi""]","[""▁bizarre""]","[6, 8]","[5, 6]"
camembert-base,zarbi,bizarre,adj_thing,Cette histoire est vraiment X.,Cette histoire est vraiment zarbi.,Cette histoire est vraiment bizarre.,6,encoder_6,0.6983230710029602,0.9297093152999878,True,0.02508391501764624,0.9612745356354814,0.013641535668074078,0.04240108786173022,0.0,0.9658957962673371,0.034104189573651335,0.02337945151513165,2,1,"[""zar"", ""bi""]","[""▁bizarre""]","[6, 8]","[5, 6]"
camembert-base,zarbi,bizarre,adj_thing,Cette histoire est vraiment X.,Cette histoire est vraiment zarbi.,Cette histoire est vraiment bizarre.,7,encoder_7,0.7108504772186279,0.9379914999008179,True,0.011102219414099552,0.9789826915239671,0.009915125926789404,0.03461829942463608,0.0,0.9790529748777003,0.020947016218953823,0.024871498171762606,2,1,"[""zar"", ""bi""]","[""▁bizarre""]","[6, 8]","[5, 6]"
camembert-base,zarbi,bizarre,adj_thing,Cette histoire est vraiment X.,Cette histoire est vraiment zarbi.,Cette histoire est vraiment bizarre.,8,encoder_8,0.6987907886505127,0.9414955377578735,True,0.008596382646454702,0.9581823483130852,0.03322127457018886,0.027946551733693824,0.0,0.9246616564166205,0.0753383613852233,0.02341678944050569,2,1,"[""zar"", ""bi""]","[""▁bizarre""]","[6, 8]","[5, 6]"
camembert-base,zarbi,bizarre,adj_thing,Cette histoire est vraiment X.,Cette histoire est vraiment zarbi.,Cette histoire est vraiment bizarre.,9,encoder_9,0.6338376998901367,0.9186737537384033,True,0.04265872506225705,0.9420978399168233,0.01524340537381841,0.041688004439266825,0.0,0.9768575720496555,0.02314243406214966,0.033755710479279666,2,1,"[""zar"", ""bi""]","[""▁bizarre""]","[6, 8]","[5, 6]"
camembert-base,zarbi,bizarre,adj_thing,Cette histoire est vraiment X.,Cette histoire est vraiment zarbi.,Cette histoire est vraiment bizarre.,10,encoder_10,0.6188241243362427,0.9082314968109131,True,0.058825673828407976,0.9199703421312299,0.02120402463050648,0.035721922227765164,0.0,0.9772569934375207,0.02274302243376868,0.0217097740466299,2,1,"[""zar"", ""bi""]","[""▁bizarre""]","[6, 8]","[5, 6]"
